Address,AreaName,bedrooms,bathrooms,sqft_living,sqft_lot,floors, price 
"48 BALMORAL AVE Toronto, ON",Midtown Toronto,3,1,1700,11390,1,"$210,000.00 "
"148 BLYTHWOOD RD Toronto, ON",Midtown Toronto,3,1,1300,5898,1,"$236,000.00 "
"#432 - 231 FORT YORK BLVD Toronto, ON",Niagara,3,1.75,1080,1306,1,"$331,000.00 "
"#N707 - 455 FRONT ST E Toronto, ON",Downtown,3,2.5,2653,4510,2,"$365,000.00 "
"#711 - 2055 DANFORTH AVE Toronto, ON",East Danforth,3,2,2290,16258,1,"$450,000.00 "
"712 BROCK AVE Toronto, ON",Wallace Emerson,4,2.75,3820,26300,2,"$770,000.00 "
"#319 - 900 MOUNT PLEASANT RD Toronto, ON",North Toronto,4,2.5,2210,49375,1,"$455,000.00 "
"#630 - 155 DALHOUSIE ST Toronto, ON",Downtown,3,1.75,2390,6000,1,"$405,000.00 "
"#915 - 50 WESTERN BATTERY RD Toronto, ON",Niagara,4,1.75,2600,11325,1,"$304,900.00 "
"1004 126 Simcoe Street Toronto, ON",Entertainment District,2,1,860,5265,1,"$170,000.00 "
"#804 - 210 SIMCOE ST Toronto, ON",Downtown,5,3,3830,8480,2,"$2,050,000.00 "
"#202 - 8 MERCER ST Toronto, ON",Downtown,4,2.5,3500,7048,2,"$780,000.00 "
"#4001 - 38 GRENVILLE ST Toronto, ON",Downtown,3,3,2420,13959,1,"$330,000.00 "
"#411 - 10 YONGE ST Toronto, ON",Downtown,4,2.5,2720,8666,2,"$370,000.00 "
"#707 - 383 ELLIS PARK RD Toronto, ON",Swansea,5,2.25,2500,13500,1,"$467,000.00 "
"#2111 - 290 ADELAIDE ST W Toronto, ON",Downtown,3,1.75,1670,6720,1,"$405,000.00 "
"#1807 - 58 ORCHARD VIEW BLVD Toronto, ON",Midtown Toronto,5,2.25,2900,10300,1,"$675,000.00 "
"4 A VIOLET AVE Toronto, ON",The Beach,2,1,1640,14100,1,"$500,000.00 "
"#702 - 500 SHERBOURNE ST Toronto, ON",Downtown,4,2.5,1890,15770,2,"$389,999.00 "
"#2115 - 763 BAY ST Toronto, ON",Downtown,4,1.75,2950,9025,1,"$630,000.00 "
"#406 - 707 DOVERCOURT RD Toronto, ON",Dufferin Grove,4,2.5,2160,9528,2,"$360,000.00 "
"82 CHISHOLM AVE Toronto, ON",Woodbine - Lumsden,4,3,3280,11060,2,"$580,000.00 "
"#616 - 6 PARKWOOD AVE Toronto, ON",Midtown Toronto,3,2,1970,4166,2,"$550,000.00 "
"#414 - 22 LEADER LANE Toronto, ON",Downtown,4,2.5,3360,22111,2,"$879,000.00 "
"#525 - 36 BLUE JAYS WAY Toronto, ON",Downtown,3,2,1320,8959,1,"$265,000.00 "
"6 GROVE AVE Toronto, ON",Trinity - Bellwoods,3,2.5,2650,7286,2,"$446,500.00 "
"90 FAIRLEIGH CRES Toronto, ON",Midtown Toronto,3,1.5,2030,8880,1,"$404,000.00 "
"295 Adelaide Street Toronto, ON",Downtown,3,1.75,1590,11914,1,"$267,500.00 "
"40 MALLON AVE W Toronto, ON",Leslieville,4,5,4550,18641,1,"$3,075,000.00 "
"#603 - 215 FORT YORK BLVD Toronto, ON",Niagara,3,2.5,2440,7632,2,"$335,000.00 "
"#810 - 51 LOWER SIMCOE ST Toronto, ON",Entertainment District,3,2.5,1940,9000,1,"$576,000.00 "
"#1231 - 38 GRAND MAGAZINE ST Toronto, ON",Niagara,3,2.5,2040,3810,2,"$208,633.00 "
"#407 - 105 THE QUEENSWAY AVE Toronto, ON",Swansea,3,2.25,2200,8750,1,"$315,000.00 "
"#2407 - 35 BALMUTO ST Toronto, ON",Downtown,3,1.75,1920,3300,1,"$725,000.00 "
"#609 - 222 THE ESPLANADE Toronto, ON",Downtown,4,2.75,1800,7750,1,"$550,000.00 "
"#2 B - 36 HAZELTON AVE Toronto, ON",Midtown Toronto,4,2.25,2180,7297,2,"$610,750.00 "
"#1315 - 150 EAST LIBERTY ST Toronto, ON",Liberty Village,2,1,1010,5000,1.5,"$550,700.00 "
"#3614 - 18 YONGE ST Toronto, ON",Downtown,4,2.75,3320,10574,2,"$665,000.00 "
"#703 - 1166 BAY ST Toronto, ON",Downtown,4,2.5,2370,4000,1.5,"$834,000.00 "
"#910 - 75 EAST LIBERTY ST Toronto, ON",Liberty Village,5,1.75,1660,78408,1.5,"$201,000.00 "
"#2111 - 170 FORT YORK BLVD Toronto, ON",Downtown,5,2.5,3650,9050,2,"$2,384,000.00 "
"#1203 - 159 DUNDAS ST E Toronto, ON",Downtown,4,3.25,4290,12103,1,"$1,384,000.00 "
"1315 DANFORTH RD Toronto, ON",Eglinton East,4,3.25,4290,12103,1,"$1,400,000.00 "
"#39 - 17 PEMBROKE ST Toronto, ON",Downtown,4,2.25,1950,7700,1,"$305,000.00 "
"#3010 - 2191 YONGE ST Toronto, ON",Davisville,3,2,2590,14052,1,"$487,000.00 "
"#728 - 2 OLD MILL DR Toronto, ON",Lambton Baby Point,3,2.5,1930,64904,1,"$390,000.00 "
"#211 - 2 OLD MILL DR Toronto, ON",Lambton Baby Point,2,1,1470,3864,1,"$548,000.00 "
"#902 - 2261 LAKE SHORE BLVD W Toronto, ON",Mimico,4,1,800,8775,1,"$268,750.00 "
"#3005 - 2015 SHEPPARD AVE E Toronto, ON",Henry Farm,5,2.75,3150,7119,2,"$819,900.00 "
"#1606 - 19 SINGER CRT Toronto, ON",Bayview Village,3,2.25,2030,16200,2,"$520,000.00 "
"129 WATSON AVE Toronto, ON",Lambton,3,2,1450,11204,1,"$230,000.00 "
"154 DUNBLAINE AVE Toronto, ON",Nortown,3,1.75,1510,10248,1,"$240,000.00 "
"24 CORONATION DR Toronto, ON",West Hill,2,1,1240,12092,1,"$232,000.00 "
"#210 - 165 CHEROKEE BLVD Toronto, ON",Pleasant View,2,1,1240,12092,1,"$240,500.00 "
"#5 - 175 TORYORK DR Toronto, ON",Humber Summit,3,2.5,3030,45004,2,"$274,975.00 "
"#905 - 120 HARRISON GARDEN BLVD Toronto, ON",Willowdale,4,2,2050,4400,1.5,"$740,000.00 "
"93 DAIRY DR Toronto, ON",Scarborough Junction,3,1,1000,7636,1,"$186,375.00 "
"#2010 - 100 MORNELLE CRT Toronto, ON",Morningside,3,2.25,2370,10289,1,"$790,000.00 "
"195 GILTSPUR DR Toronto, ON",Downsview,4,3.5,2800,6750,2,"$880,000.00 "
"#1016 - 55 DE BOERS DR Toronto, ON",Toronto,6,1.75,2240,11180,2,"$279,000.00 "
"#2308 - 2000 ISLINGTON AVE Toronto, ON",Kingsview Village,3,2,1810,10530,1,"$295,000.00 "
"#13 - 1415 KENNEDY RD Toronto, ON",Dorset Park,2,1,1070,5000,1,"$640,000.00 "
"3 JASMINE RD Toronto, ON",Humberlea,4,2,2490,9525,2,"$940,000.00 "
"#809 - 40 PANORAMA CRT Toronto, ON",Rexdale,4,2.5,1960,5238,2,"$260,000.00 "
"35 MAGNOLIA AVE Toronto, ON",Kennedy Park,3,2.75,2930,5569,1,"$559,900.00 "
"#513 - 4200 BATHURST ST Toronto, ON",Wilson Heights,4,2,1510,3500,1.5,"$791,500.00 "
"#25 - 21 REPLIN RD Toronto, ON",Lawrence Heights,3,1.75,1420,8250,1,"$265,000.00 "
"198 GLENDORA AVE Toronto, ON",Willowdale,3,1.75,1740,11547,1,"$245,000.00 "
"53 ASPENWOOD DR Toronto, ON",Hillcrest Village,4,1.75,2560,43995,2,"$485,000.00 "
"627 CALEDONIA RD Toronto, ON",Briar Hill - Belgravia,4,3.5,3040,8414,2,"$684,000.00 "
"#903 - 335 MILL RD Toronto, ON",Eringate - Centennial - West Deane,3,1.75,2500,6840,1,"$425,000.00 "
"#730 - 2885 BAYVIEW AVE Toronto, ON",Bayview Village,4,1.75,1275,20000,1,"$309,600.00 "
"124 GREENWICH SQ Toronto, ON",Eglinton East,4,2.5,2580,5823,2,"$552,250.00 "
"#2813 - 181 VILLAGE GREEN SQ Toronto, ON",Agincourt,4,1,1000,7134,1,"$165,000.00 "
"117 VEROBEACH BLVD Toronto, ON",Emery,4,1,1000,7134,1,"$239,900.00 "
"43 JOHN CABOT WAY Toronto, ON",Jane and Finch,2,1,1070,32633,1,"$320,000.00 "
"#821 - 165 LEGION RD N Toronto, ON",Mimico,3,2,1390,13464,1,"$206,600.00 "
"63 JARWICK DR Toronto, ON",Bendale,4,1.75,2500,7690,1,"$387,000.00 "
"22 MOSSBROOK CRES Toronto, ON",L'Amoreaux,1,0.75,560,12120,1,"$299,000.00 "
"92 FRANK RIVERS DR Toronto, ON",Steeles,4,2.75,2270,10460,2,"$855,000.00 "
"90 CRITTENDEN SQ Toronto, ON",Malvern,3,1,1900,14400,1,"$315,000.00 "
"#1304 - 2 ANNDALE DR Toronto, ON",Willowdale,2,1,990,3120,1,"$437,500.00 "
"45 MILLENNIUM DR Toronto, ON",Brookhaven - Amesbury,4,1.5,1550,19800,1,"$252,000.00 "
"6 WOODY VINEWAY WAY Toronto, ON",Bayview Village,4,1.75,2200,7475,1,"$375,000.00 "
"84 MUIRHEAD RD Toronto, ON",Pleasant View,4,2.5,1910,4862,2,"$300,000.00 "
"#1101 - 335 MILL RD Toronto, ON",Eringate - Centennial - West Deane,4,1,1750,9600,1.5,"$420,000.00 "
"#2611 - 88 CORPORATE DR Toronto, ON",Woburn,3,1,1330,77972,1,"$900,000.00 "
"114 MEIGHEN AVE Toronto, ON",Woodbine Gardens,3,2.5,2440,5750,2,"$679,900.00 "
"821 B OXFORD ST Toronto, ON",Mimico,3,2.5,1640,29970,2,"$463,000.00 "
"132 ELVASTON DR Toronto, ON",Victoria Village,5,2.5,2760,11340,2,"$380,000.00 "
"#2102 - 155 BEECROFT RD Toronto, ON",Willowdale,4,2.5,1820,7912,2,"$329,500.00 "
"#1010 - 3043 FINCH WEST AVE Toronto, ON",Emery,3,2.5,2110,5608,1,"$604,950.00 "
"571 CUMMER AVE Toronto, ON",Newtonbrook,5,2.5,3040,9570,1,"$795,000.00 "
"31 VESSEL CRES Toronto, ON",Port Union,3,2,1840,40438,2,"$465,000.00 "
"#109 - 165 CHEROKEE BLVD Toronto, ON",Pleasant View,4,2.5,2990,10400,2,"$673,000.00 "
"37 GEMINI RD Toronto, ON",Bayview Woods - Steeles,4,2.5,3520,15420,2,"$810,000.00 "
"7 OVIDA AVE Toronto, ON",Eatonville,4,2.75,2440,69415,1,"$785,000.00 "
"#E 508 - 555 WILSON AVE Toronto, ON",Wilson Heights,4,3,2090,7500,1,"$338,000.00 "
"#49 - 49 HENDON AVE Toronto, ON",Newtonbrook,3,2.25,1430,7222,2,"$280,000.00 "
"#1008 - 5 NORTHTOWN WAY Toronto, ON",Willowdale,4,2.25,2180,10754,1,"$315,000.00 "
"#2504 - 2220 LAKE SHORE BLVD W Toronto, ON",Mimico,4,2.25,2180,10754,1,"$530,000.00 "
"#108 - 275 BAMBURGH CIRC Toronto, ON",Steeles,5,3,3450,9914,2,"$380,000.00 "
"#1202 - 185 BONIS AVE Toronto, ON",Tam O'Shanter,3,2.25,1450,7562,2,"$297,000.00 "
"#2208 - 100 ANTIBES DR Toronto, ON",Newtonbrook,4,2.5,3230,7331,2,"$730,000.00 "
"#509 - 525 WILSON AVE Toronto, ON",Wilson Heights,3,1.75,1640,13500,1,"$450,000.00 "
"80 HEPSCOTT TERR Toronto, ON",L'Amoreaux,3,3,1590,7750,1,"$275,000.00 "
"#27 - 242 JOHN GARLAND BLVD Toronto, ON",Rexdale,4,2,2020,2849,2,"$595,000.00 "
"7 LANDOUR AVE Toronto, ON",Silverthorn,3,1.5,1300,3348,1.5,"$435,000.00 "
"4937 DUNDAS ST W Toronto, ON",Islington,2,1.5,1380,209959,1,"$270,000.00 "
"90 GLEN PARK AVE Toronto, ON",Midtown Toronto,3,3,4040,14338,2,"$950,000.00 "
"#1210 - 275 BAMBURGH CIRC Toronto, ON",Steeles,4,2.25,2130,5337,2,"$389,000.00 "
"225 ATLAS AVE Toronto, ON",Midtown Toronto,4,2.25,2550,7800,1,"$560,000.00 "
"108 AYLESWORTH AVE Toronto, ON",Birch Cliff,5,3.5,4800,14984,2,"$1,350,000.00 "
"567 MELROSE AVE Toronto, ON",Nortown,4,2.25,2510,11585,2,"$799,000.00 "
"55 LAURIE SHEPWAY WAY Toronto, ON",Don Valley Village,3,2,1410,9600,1,"$365,500.00 "
"33 PUMA DR Toronto, ON",L'Amoreaux,3,2,1650,7352,1,"$252,350.00 "
"#155 - 68 DRIFTWOOD AVE Toronto, ON",Jane and Finch,4,2.5,2120,13780,2,"$403,950.00 "
"17 WHITBREAD CRES Toronto, ON",Jane and Finch,4,1.5,2040,10726,1,"$385,000.00 "
"36 CASTLEBAR RD Toronto, ON",The Queensway,4,1,1550,7620,1.5,"$345,000.00 "
"92 BLANTYRE AVE Toronto, ON",Birch Cliff,3,2.75,1980,3128,2,"$490,000.00 "
"#27 -46 - 30 IRONSIDE CRES Toronto, ON",Armdale,3,2.5,1600,26977,2,"$330,000.00 "
"#302 - 801 SHEPPARD AVE W Toronto, ON",Wilson Heights,4,2.75,3300,12090,2,"$927,000.00 "
"#601 - 1888 BAYVIEW AVE Toronto, ON",Midtown Toronto,4,2.5,3840,16619,2,"$1,118,000.00 "
"#2308 - 88 SHEPPARD AVE E Toronto, ON",Willowdale,2,1,1220,10000,1,"$330,000.00 "
"#827 - 2 EVA RD Toronto, ON",Eatonville,5,2.25,2720,8800,1,"$530,000.00 "
"#711 - 125 PETER ST Toronto, ON",Downtown,4,2,1940,25600,1,"$365,000.00 "
"#1702 - 210 SIMCOE ST Toronto, ON",Downtown,3,2.5,2160,3000,1.5,"$378,750.00 "
"63 COUNCIL CRES Toronto, ON",Jane and Finch,4,1.75,1530,8750,1.5,"$269,900.00 "
"#1508 - 121 MCMAHON DR Toronto, ON",Bayview Village,3,3.5,1710,2096,2,"$557,000.00 "
"#738 - 650 LAWRENCE AVE W Toronto, ON",Lawrence Heights,4,1.75,3730,16980,1,"$360,000.00 "
"#3501 - 70 TEMPERANCE ST Toronto, ON",Downtown,2,1,940,5000,1,"$352,000.00 "
"#108 - 525 WILSON AVE Toronto, ON",Wilson Heights,3,2.5,1750,22357,2,"$437,000.00 "
"#1902 - 35 HOLLYWOOD AVE Toronto, ON",Willowdale,4,2.5,1820,6753,2,"$322,500.00 "
"#1414 - 85 BLOOR ST E Toronto, ON",Downtown,3,3.25,1510,2000,2,"$650,000.00 "
"#2607 - 2200 LAKESHORE BLVD Toronto, ON",Mimico,3,2,1290,1213,3,"$450,000.00 "
"#1207 - 2550 LAWRENCE AVE E Toronto, ON",Dorset Park,3,2,1570,5250,1,"$278,500.00 "
"#207 - 55 ANN O&#39;REILLY RD Toronto, ON",Port Hope,4,2.5,1930,6957,2,"$364,950.00 "
"#111 - 215 FORT YORK BLVD Toronto, ON",Niagara,4,3.5,2840,40139,1,"$840,000.00 "
"#3511 - 14 YORK ST Toronto, ON",Downtown,3,2.5,1550,8134,2,"$268,000.00 "
"25 DELABO DR Toronto, ON",York University Heights,2,1,833,143947,1,"$517,534.00 "
"#5014 - 70 TEMPERANCE ST Toronto, ON",Downtown,3,2.5,2990,32239,2,"$632,925.00 "
"#3105 - 33 SINGER CRT Toronto, ON",Bayview Village,3,2.5,2000,7251,2,"$577,500.00 "
"#602 - 11 BOGERT AVE Toronto, ON",Lansing,4,1.5,2390,7480,1.5,"$339,000.00 "
"9 ANTELOPE DR Toronto, ON",Rouge,3,1.75,2910,37461,1,"$570,000.00 "
"278 BETTY ANN DR N Toronto, ON",Willowdale,4,1.75,2085,174240,1,"$563,500.00 "
"#711 - 6 EVA RD Toronto, ON",Eatonville,4,2.25,2200,9351,1,"$423,000.00 "
"#3103 - 28 TED ROGERS WAY Toronto, ON",Downtown,3,2.25,1860,5028,2,"$355,000.00 "
"#2702 - 101 CHARLES ST E Toronto, ON",Downtown,5,4.25,6070,171626,2,"$1,550,000.00 "
"#Th 40 - 31 CONEFLOWER CRES Toronto, ON",Newtonbrook,2,1,950,3960,1,"$482,000.00 "
"#2316 - 700 HUMBERWOOD BLVD Toronto, ON",Rexdale,3,1.75,1600,9135,1,"$625,000.00 "
"#1905 - 17 Anndale Dr Toronto, ON",Willowdale,3,2.5,2250,11632,2,"$538,000.00 "
"#305 - 39 Shank St Toronto, ON",King West Village,3,2.5,2280,10255,2,"$380,000.00 "
"9 Andrew Ave Toronto, ON",Cliffcrest,2,1,940,5120,1,"$375,000.00 "
"#1815 - 150 Sudbury St Toronto, ON",Little Portugal,3,2.5,1530,8500,1,"$245,000.00 "
"23 Kenton Dr Toronto, ON",Newtonbrook,5,1.75,2190,27260,1,"$310,000.00 "
"385 Oaklawn Crescent Ottawa, ON",Orléans,3,2,2350,15021,1,"$1,300,000.00 "
"124 Breezehill Avenue Ottawa, ON",Ottawa,4,2,1440,7680,1,"$397,000.00 "
"206 Gray Crescent Ottawa, ON",Kanata,3,2.5,2200,4052,2,"$365,000.00 "
"1201 OHIO STREET UNIT#107 Ottawa, ON",Alta Vista,4,3,2290,8250,2,"$328,500.00 "
"1141 AMBLESIDE DRIVE Ottawa, ON",Ottawa,4,3,4040,19700,2,"$988,000.00 "
"1085 BORDEN SIDE ROAD Ottawa, ON",Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,4,2.5,2610,3277,1.5,"$1,000,000.00 "
"2546 NEEDHAM CRESCENT Ottawa, ON",Alta Vista,3,2.5,1490,2138,2,"$237,000.00 "
"3205 UPLANDS DRIVE UNIT#31 Ottawa, ON",Hunt Club East - Western Community,4,2.5,2450,5280,2,"$525,000.00 "
"180 YORK STREET UNIT#806 Ottawa, ON",Byward Market,4,2.5,1710,9627,1,"$749,000.00 "
"1015 CARLING AVENUE Ottawa, ON",Civic Hospital - Experimental Farm - Central Park,5,2.5,4870,11800,2,"$722,500.00 "
"200 BAY STREET UNIT#501 Ottawa, ON",Byward Market - Parliament Hill,3,2.5,3130,8750,2,"$843,000.00 "
"75 ARLINGTON AVENUE Ottawa, ON",Centretown,2,2,1270,1372,3,"$438,000.00 "
"62 ESTERLAWN PRIVATE Ottawa, ON",Carlingwood West - Glabar Park - McKellar Heights,3,1.75,2120,10875,1,"$578,000.00 "
"176 GLADSTONE AVENUE Ottawa, ON",Centretown,3,1.5,1670,8230,1,"$227,950.00 "
"238 BESSERER STREET UNIT#414 Ottawa, ON",Ottawa,3,2.25,2070,11576,2,"$196,000.00 "
"1387 ORILLIA STREET Ottawa, ON",Alta Vista,2,1,1420,5332,1,"$641,000.00 "
"1838 PEPPERGRASS ROAD Ottawa, ON",Orléans,3,1.5,1250,219978,1,"$350,000.00 "
"449 SADAR PRIVATE Ottawa, ON",Munster Hamlet - Richmond,3,1,940,7980,1,"$205,000.00 "
"2954 PRINCE OF WALES DRIVE Ottawa, ON",Greenbelt,3,1.75,1920,9102,1,"$400,000.00 "
"2111 MONTREAL ROAD UNIT#89 Ottawa, ON",Beacon Hill North,3,2.5,3545,9816,1,"$1,030,000.00 "
"1635 FRENETTE STREET Ottawa, ON",Orléans,3,2,1260,5460,1,"$505,000.00 "
"1 DELONG DRIVE Ottawa, ON",Ottawa,5,2.5,2340,7200,1,"$475,000.00 "
"770 PAUL METIVIER DRIVE Ottawa, ON",New Barrhaven,3,2.25,2590,9263,1,"$520,000.00 "
"925 BEAUCLAIRE DRIVE Ottawa, ON",Orléans,3,4.5,3970,24920,2,"$1,450,000.00 "
"6163 RED WILLOW DRIVE Ottawa, ON",Orléans,3,1.75,1220,9732,1,"$333,500.00 "
"374 BALINROAN CRESCENT Ottawa, ON",New Barrhaven,3,1,1400,10403,1,"$232,000.00 "
"81 BARONESS DRIVE Ottawa, ON",Greenbelt,3,2.75,2360,16117,1,"$691,100.00 "
"20 COACHMAN CRESCENT Ottawa, ON",Stittsville,3,1.75,1870,9897,1,"$811,000.00 "
"2423 ORIENT PARK DRIVE Ottawa, ON",Blackburn Hamlet,3,2.5,2830,5802,2,"$551,000.00 "
"1356 COLONIAL ROAD Navan, ON",Navan,3,2.5,2260,3640,2,"$496,500.00 "
"1042 AVIGNON COURT Orleans, ON",Orléans,3,3,1970,20978,2,"$705,000.00 "
"1139 ST EMMANUEL STREET Orleans, ON",Orléans,4,2.5,3140,9225,1,"$578,000.00 "
"5745 ANDRASI CRESCENT Osgoode, ON",Osgoode,3,1.75,1240,8659,1,"$255,000.00 "
"120 DELANEY DRIVE Carp, ON",Carp,4,3.5,3450,7832,2,"$1,050,000.00 "
"818 ROCKSON CRESCENT Stittsville, ON",Stittsville,3,2.25,2570,8491,2,"$348,000.00 "
"408 BRECKENRIDGE CRESCENT Ottawa, ON",Kanata,3,2,1510,3413,2,"$230,000.00 "
"2 MCCONNELL AVENUE Cornwall, ON",Cornwall,4,2.25,2390,11250,2,"$359,500.00 "
"1051 Glidden Av Windsor, ON",Riverside,3,1,980,7000,1,"$330,000.00 "
"2211 CURRY Windsor, ON",South Cameron,1,0.75,430,5050,1,"$80,000.00 "
"2427 HOWARD Windsor, ON",South Central,3,1.75,1480,6360,1,"$465,000.00 "
"456 LAPORTE Windsor, ON",Riverside,4,2.5,1850,7324,2,"$325,000.00 "
"675 BRAZIL Windsor, ON",Remington Park,3,2,2270,28025,1,"$340,500.00 "
"1361 CAMPBELL Windsor, ON",University,3,2.5,1810,5192,2,"$342,500.00 "
"1565 VILLA MARIA  S Windsor, ON",Roseland,2,2,1610,17600,2,"$290,900.00 "
"1049 LENA AV Windsor, ON",Sandwich,3,4.25,3840,6161,2,"$868,700.00 "
"1557 LINCOLN Windsor, ON",Walkerville,4,2.75,4110,8400,2,"$1,199,000.00 "
"1515 GLADSTONE Windsor, ON",Walkerville,4,3.25,4190,10259,2,"$1,150,000.00 "
"950 ELLROSE Windsor, ON",East Windsor,4,2.75,3390,6298,2,"$859,900.00 "
"1260 -64 WYANDOTTE  E Windsor, ON",Walkerville,4,2.25,1890,3006,2,"$520,000.00 "
"1829 DOMINION Windsor, ON",South Cameron,3,2.5,1610,2527,2,"$460,000.00 "
"4140 ROSELAND  W Windsor, ON",Roseland,3,1.5,1050,4590,1,"$438,924.00 "
"472 BRIDGE Windsor, ON",University,2,1,630,6550,1,"$315,000.00 "
"455 Hyde Park Rd London, ON",Oakridge,4,2.75,2910,10650,1,"$590,000.00 "
"1360 Glenora Dr London, ON",Stoneybrook,4,1.75,1700,8640,1,"$378,500.00 "
"90 DELAWARE Street London, ON",Hamilton Road,3,2.5,1950,8130,2,"$328,500.00 "
"2129 NORTH ROUTLEDGE PK London, ON",Hyde Park,3,3,2990,9773,2,"$849,950.00 "
"9 - 141 CONDOR Court London, ON",Argyle,3,1.5,1350,6000,1,"$525,000.00 "
"401 - 570 WILLIAM Street London, ON",Central London,4,3.25,4860,181319,2.5,"$1,385,000.00 "
"559 HWY Parry Sound, ON",Parry Sound,4,2.5,2160,7725,1,"$295,000.00 "
"35 - 340 AMBLESIDE Drive London, ON",Masonville,6,3.5,4860,11793,2,"$1,067,000.00 "
"5991 LUNDY&#39;S Lane Niagara Falls, ON",Niagara Falls,2,2,890,5000,1,"$207,950.00 "
"3955 Portage Road Niagara Falls, ON",Niagara Falls,4,2.75,2810,7302,2,"$699,900.00 "
"4719 EPWORTH Circle Niagara Falls, ON",Niagara Falls,5,2.5,3400,9500,2,"$1,280,000.00 "
"7813 BEAVERDAMS Road Niagara Falls, ON",Niagara Falls,4,1.5,1580,7350,1,"$452,000.00 "
"6617 FREDERICA Street Niagara Falls, ON",Niagara Falls,3,2,1680,5036,1,"$370,000.00 "
"28 5070 DRUMMOND Road Niagara Falls, ON",Niagara Falls,3,1.75,1300,11230,1,"$232,000.00 "
"6175 Skinner Street Niagara Falls, ON",Niagara Falls,5,2.5,2820,14062,2,"$669,950.00 "
"1710 Garner Road Niagara Falls, ON",Niagara Falls,3,2,1510,6710,1,"$397,500.00 "
"3710 Main Street Niagara Falls, ON",Niagara Falls,2,2.5,1230,1391,2,"$490,000.00 "
"303 6928 AILANTHUS Avenue Niagara Falls, ON",Niagara Falls,4,2,2110,4140,2,"$725,000.00 "
"5026 CENTRE Street Niagara Falls, ON",Niagara Falls,3,2.75,3080,19635,1,"$299,000.00 "
"8174 ORCHARD GROVE Parkway Niagara Falls, ON",Niagara Falls,2,1.5,1490,5750,1.5,"$625,000.00 "
"3282 Cattell Drive Niagara Falls, ON",Niagara Falls,3,2.5,2120,4500,2,"$437,500.00 "
"4340 Seneca Street Niagara Falls, ON",Niagara Falls,4,2.5,3180,5438,2,"$650,000.00 "
"6697 SPENCE Street Niagara Falls, ON",Niagara Falls,2,1,1490,3825,1,"$475,000.00 "
"8674 MCGARRY Drive Niagara Falls, ON",Niagara Falls,3,2,1930,11947,1,"$342,000.00 "
"7700 Thomas Street Niagara Falls, ON",Niagara Falls,4,2.5,2770,7800,2,"$1,197,350.00 "
"9440 Eagle Ridge Drive Niagara Falls, ON",Niagara Falls,3,1.5,1670,11610,1,"$280,000.00 "
"4727 Jepson Street Niagara Falls, ON",Niagara Falls,2,1.75,1330,7200,1,"$240,000.00 "
"6118 Kelsey Crescent Niagara Falls, ON",Niagara Falls,3,1,1210,3328,1.5,"$529,000.00 "
"147 UNIVERSITY Avenue E Waterloo, ON",Waterloo,3,1,1190,5100,1,"$442,000.00 "
"#Cp625 - 330 PHILLIP ST Waterloo, ON",Waterloo,2,1,1540,6872,1,"$615,000.00 "
"300 Pilgrim Circle Waterloo, ON",Waterloo,4,3.75,4030,10800,2,"$1,485,000.00 "
"596 Regal Place Waterloo, ON",Waterloo,4,1.75,2430,7559,1,"$585,000.00 "
"6 Willow Street Waterloo, ON",Waterloo,4,2.5,2600,7787,2,"$480,000.00 "
"452 Ainsworth Court Waterloo, ON",Beechwood,5,3.5,4410,57063,2,"$1,095,000.00 "
"196 ALEXANDRA Avenue Waterloo, ON",Waterloo,4,1,1330,8184,1.5,"$290,000.00 "
"305 MAVERICK Street Waterloo, ON",Waterloo,3,1.75,1900,5000,1,"$615,000.00 "
"764 ZERMATT DR Waterloo, ON",Waterloo,2,1,1100,7680,1,"$300,000.00 "
"478 Lausanne Crescent Waterloo, ON",Waterloo,3,1,1980,39150,1.5,"$308,000.00 "
"#T2 -210- 330 PHILLIP ST Waterloo, ON",Waterloo,3,2.5,2400,7745,2,"$750,000.00 "
"522 Beechwood Drive Waterloo, ON",Beechwood,4,2.25,4760,8036,2.5,"$2,250,000.00 "
"115 Roslin Avenue Waterloo, ON",Waterloo,4,3.25,3180,194278,2,"$890,000.00 "
"191 King Street Waterloo, ON",Waterloo,3,1,1190,7560,1,"$288,000.00 "
"647 Albert Street Waterloo, ON",Waterloo,2,1,630,6000,1,"$190,000.00 "
"# L18 Regal Place Waterloo, ON",Waterloo,5,3,2530,5105,1,"$515,000.00 "
"324 Tealby Crescent Waterloo, ON",Waterloo,4,1.5,1690,11054,1,"$235,000.00 "
"776 Laurelwood Drive Waterloo, ON",Waterloo,2,1,940,5000,1,"$275,000.00 "
"176 Cavelletti Court Waterloo, ON",Waterloo,2,2,1240,9119,1,"$727,500.00 "
"279 GLENRIDGE Place Waterloo, ON",Waterloo,4,2.5,3040,6587,2,"$650,000.00 "
"130 Marshall Street Waterloo, ON",Waterloo,6,5,6050,230652,2,"$1,600,000.00 "
"472 Kingsmill Court Waterloo, ON",Beechwood,4,1,1590,7085,1.5,"$365,000.00 "
"986 Creekside Drive Waterloo, ON",Waterloo,3,1.75,2500,36947,1,"$662,000.00 "
"413 Bairstow Crescent Waterloo, ON",Waterloo,3,2.5,1780,7848,1,"$270,500.00 "
"395 Cavendish Drive Waterloo, ON",Laurelwood,2,1.5,1360,1898,2,"$200,000.00 "
